category,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,Conteo body
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,989,441,Round Rock,TX,30.5118,-97.6873,RentLingo,160
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1195,442,Hillsboro,OR,45.5223,-122.9416,RentLingo,138
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",750,442,Chattanooga,TN,35.0462,-85.2352,RentLingo,306
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",535,442,Tyler,TX,32.275,-95.3017,RentDigs.com,1007
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",665,443,Houston,TX,29.7714,-95.4343,RentLingo,713
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1250,444,Portland,OR,45.5091,-122.6449,RentLingo,311
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,837,444,Austin,TX,30.3054,-97.7497,RentLingo,152
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",830,444,Anchorage,AK,61.1723,-149.8414,RentLingo,236
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,2341,445,Somerville,MA,42.3895,-71.1039,RentDigs.com,800
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1295,445,Portland,OR,45.5091,-122.6449,RentLingo,289
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,1175,445,Chicago,IL,41.8625,-87.6825,RentLingo,323
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1530,446,Evanston,IL,42.0454,-87.6964,RentLingo,315
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1325,446,Portland,OR,45.5091,-122.6449,RentLingo,304
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1099,446,Saint Louis,MO,38.6274,-90.304,RentLingo,254
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",545,446,Cleveland,OH,41.4729,-81.7374,RentDigs.com,846
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",2895,447,San Francisco,CA,37.7599,-122.4379,RentLingo,295
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,2195,447,San Francisco,CA,37.7599,-122.4379,RentLingo,214
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1684,447,Austin,TX,30.3054,-97.7497,RentLingo,156
housing/rent/apartment,1.0,2.0,Thumbnail,Dogs,1335,447,Seattle,WA,47.616,-122.3275,RentLingo,226
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,895,447,Georgetown,TX,30.6505,-97.6809,RentLingo,159
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,775,447,Champaign,IL,40.1145,-88.2723,RentLingo,287
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,675,447,Dallas,TX,32.8212,-96.7853,RentLingo,150
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,2500,448,San Francisco,CA,37.7599,-122.4379,RentLingo,141
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1729,448,Austin,TX,30.3054,-97.7497,RentLingo,145
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1688,448,Austin,TX,30.3054,-97.7497,RentLingo,161
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",739,448,Kansas City,MO,39.063,-94.5749,RentLingo,289
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,950,449,Detroit,MI,42.3882,-83.1122,RentLingo,152
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",820,449,Colorado Springs,CO,38.8094,-104.8448,RentLingo,234
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,3000,450,Sausalito,CA,37.8651,-122.531,RentLingo,135
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1950,450,Baltimore,MD,39.3191,-76.6126,RentLingo,315
housing/rent/apartment,1.0,2.0,Thumbnail,Cats,1818,450,Washington,DC,38.9118,-77.0132,RentLingo,329
housing/rent/apartment,1.0,0.0,No,"Cats,Dogs",1795,450,Long Beach,CA,33.7834,-118.1506,RentDigs.com,372
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,1750,450,Oakland,CA,37.7904,-122.2151,RentLingo,139
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1535,450,Washington,DC,38.9118,-77.0132,RentLingo,183
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1495,450,Los Angeles,CA,34.0372,-118.2972,RentLingo,154
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1475,450,Pittsburgh,PA,40.4448,-79.9725,RentLingo,155
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1365,450,Chicago,IL,41.8625,-87.6825,RentLingo,299
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1349,450,Tampa,FL,28.0076,-82.4792,RentLingo,308
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1345,450,Fontana,CA,34.0985,-117.466,RentLingo,182
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1299,450,Minneapolis,MN,44.9855,-93.3023,RentLingo,322
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,1295,450,Los Angeles,CA,34.0372,-118.2972,RentLingo,146
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1225,450,College Station,TX,30.5969,-96.3034,RentLingo,313
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1225,450,Madison,WI,43.0724,-89.4003,RentLingo,295
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1200,450,Bellevue,WA,47.5988,-122.1507,RentLingo,154
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1199,450,Ann Arbor,MI,42.2711,-83.745,RentLingo,304
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1195,450,Bremerton,WA,47.5968,-122.7026,RentLingo,141
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1195,450,Belleville,NJ,40.7936,-74.1644,RentDigs.com,928
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1095,450,Milwaukee,WI,43.0531,-87.9659,RentLingo,319
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1073,450,Lynnwood,WA,47.8028,-122.2849,RentDigs.com,989
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,1069,450,Minneapolis,MN,44.9855,-93.3023,RentLingo,183
housing/rent/apartment,1.0,3.0,Thumbnail,Desconocido,1041,450,Austin,TX,30.3054,-97.7497,RentLingo,153
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,1000,450,Portland,OR,45.5091,-122.6449,RentLingo,144
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",995,450,Detroit,MI,42.3882,-83.1122,RentLingo,155
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,969,450,Austin,TX,30.3054,-97.7497,RentLingo,150
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,900,450,Austin,TX,30.3054,-97.7497,RentLingo,139
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,897,450,Austin,TX,30.3054,-97.7497,RentLingo,151
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,884,450,Las Vegas,NV,36.2548,-115.5263,RentDigs.com,776
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",860,450,Anchorage,AK,61.1738,-149.9301,RentLingo,218
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",829,450,Saint Petersburg,FL,27.7873,-82.6772,RentLingo,335
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,799,450,West Lafayette,IN,40.4969,-86.9659,RentLingo,313
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",790,450,Antioch,TN,36.0402,-86.6385,RentLingo,327
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",770,450,Kansas City,MO,39.0744,-94.5521,RentLingo,212
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",766,450,Kansas City,MO,39.0744,-94.5521,RentLingo,203
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",752,450,Indianapolis,IN,39.7953,-86.1387,RentLingo,313
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",750,450,Newport News,VA,37.0867,-76.4941,RentLingo,321
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,725,450,Buffalo,NY,42.9112,-78.8171,RentLingo,327
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",719,450,Dallas,TX,32.878,-96.7511,RentDigs.com,1013
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",687,450,Pasadena,TX,29.6803,-95.1845,RentLingo,160
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,675,450,Camden,NJ,39.9382,-75.1008,ListedBuy,158
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,655,450,Cincinnati,OH,39.1679,-84.4933,RentLingo,272
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,650,450,Kansas City,MO,39.0744,-94.5521,RentLingo,295
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",635,450,Newport News,VA,37.0867,-76.4941,RentLingo,297
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,600,450,Champaign,IL,40.1145,-88.2723,RentLingo,222
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",595,450,North Kansas City,MO,39.1478,-94.5689,RentLingo,288
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",575,450,Manhattan,KS,39.1984,-96.6052,RentLingo,260
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",500,450,Carbondale,IL,37.7262,-89.2229,RentLingo,147
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",490,450,Elizabethtown,KY,37.7059,-85.8628,RentLingo,291
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,475,450,Pampa,TX,35.5427,-100.9644,ListedBuy,295
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,2525,451,Cambridge,MA,42.3739,-71.1155,RentDigs.com,928
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1818,451,Washington,DC,38.9057,-76.9861,RentDigs.com,1008
housing/rent/apartment,1.0,3.0,Thumbnail,Desconocido,1483,451,Weymouth,MA,42.2081,-70.9524,RentLingo,314
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,805,451,Austin,TX,30.3054,-97.7497,RentLingo,156
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1796,452,Washington,DC,38.9118,-77.0132,RentLingo,154
housing/rent/apartment,1.0,3.0,Thumbnail,Desconocido,605,452,Dallas,TX,32.6857,-96.6013,RentDigs.com,977
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1722,453,Austin,TX,30.3054,-97.7497,RentLingo,154
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,1650,453,Los Angeles,CA,33.9966,-118.4305,RentDigs.com,441
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",3595,454,San Francisco,CA,37.7599,-122.4379,RentLingo,244
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,950,454,Albany,NY,42.6742,-73.7936,RentLingo,140
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1250,455,Portland,OR,45.5091,-122.6449,RentLingo,304
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",570,455,Tucson,AZ,32.2276,-110.8226,RentLingo,303
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",550,455,Tucson,AZ,32.2264,-110.9438,RentLingo,308
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1830,456,Torrance,CA,33.8412,-118.3572,RentDigs.com,1021
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1795,456,Torrance,CA,33.8363,-118.333,RentLingo,303
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1612,456,Washington,DC,38.9118,-77.0132,RentLingo,317
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",835,456,Madison,WI,43.0724,-89.4003,RentLingo,307
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",825,456,Saint George,UT,37.0835,-113.5823,RentLingo,300
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",825,456,Mesa,AZ,33.4146,-111.766,RentLingo,271
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,550,456,Berrien Springs,MI,41.9419,-86.3526,RentLingo,203
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1230,457,Boise,ID,43.6046,-116.2475,RentLingo,157
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,2395,458,San Francisco,CA,37.7599,-122.4379,RentLingo,285
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,485,458,Mercedes,TX,26.1605,-97.9198,RentLingo,150
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1275,459,Portland,OR,45.5091,-122.6449,RentLingo,297
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1135,459,Baltimore,MD,39.3191,-76.6126,RentLingo,224
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",700,459,Ames,IA,42.0259,-93.6516,RentLingo,300
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1695,460,New Haven,CT,41.3245,-72.9194,RentLingo,152
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1469,460,Eugene,OR,44.041,-123.1254,RentLingo,338
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",1150,460,Milwaukee,WI,43.0531,-87.9659,RentLingo,153
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",840,460,Austin,TX,30.3054,-97.7497,RentLingo,150
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",820,460,Colorado Springs,CO,38.8562,-104.772,RentLingo,231
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",815,460,Anchorage,AK,61.1723,-149.8414,RentLingo,194
housing/rent/apartment,1.0,1.0,Yes,"Cats,Dogs",805,460,Colorado Springs,CO,38.8862,-104.7389,RentDigs.com,1013
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,785,460,Colorado Springs,CO,38.8562,-104.772,RentLingo,215
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,709,460,Champaign,IL,40.1145,-88.2723,RentLingo,298
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",705,460,Wilkes Barre,PA,41.2399,-75.8848,RentLingo,165
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",525,460,Minot,ND,48.2469,-101.3017,RentLingo,163
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1125,461,Wenatchee,WA,47.4342,-120.3202,RentLingo,251
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1245,462,Salt Lake City,UT,40.7061,-111.9048,RentLingo,243
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",600,462,Tucson,AZ,32.2264,-110.9438,RentLingo,252
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",560,463,Tucson,AZ,32.2264,-110.9438,RentLingo,249
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1905,464,Chicago,IL,41.8625,-87.6825,RentLingo,154
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,890,464,Austin,TX,30.3054,-97.7497,RentLingo,156
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",705,464,Desconocido,Desconocido,39.8163,-98.5576,RentLingo,158
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1510,465,Alexandria,VA,38.7999,-77.1072,RentLingo,318
housing/rent/apartment,1.0,1.0,Yes,Desconocido,1475,465,Long Beach,CA,33.761,-118.1284,RentDigs.com,757
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",931,465,Smyrna,GA,33.8694,-84.5196,RentLingo,152
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",840,465,Cincinnati,OH,39.1679,-84.4933,RentLingo,155
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",695,465,Glendale,AZ,33.5944,-112.1837,RentLingo,158
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,560,465,Saint Joseph,MO,39.76,-94.8272,ListedBuy,1004
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",3095,466,San Francisco,CA,37.7599,-122.4379,RentLingo,295
housing/rent/apartment,1.0,2.0,Thumbnail,Cats,1330,467,Minneapolis,MN,44.9855,-93.3023,RentLingo,201
housing/rent/apartment,2.0,2.0,Thumbnail,Desconocido,689,467,Akron,OH,41.0821,-81.5176,RentDigs.com,720
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1100,468,Austin,TX,30.3054,-97.7497,RentLingo,148
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1099,468,Manchester,NH,42.9833,-71.4574,RentDigs.com,779
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1040,468,Rochester,NY,43.1689,-77.6289,RentLingo,319
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",885,468,Omaha,NE,41.2562,-96.0404,RentLingo,148
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,749,468,Champaign,IL,40.1145,-88.2723,RentLingo,287
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",740,468,Corpus Christi,TX,27.7332,-97.4058,RentLingo,311
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,625,468,Urbana,IL,40.1171,-88.1889,RentLingo,285
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1395,469,Portland,OR,45.5091,-122.6449,RentLingo,324
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1210,469,Chicago,IL,41.8625,-87.6825,RentLingo,310
housing/rent/apartment,1.0,0.0,Thumbnail,Cats,1100,469,West Lafayette,IN,40.4969,-86.9659,RentLingo,291
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,2000,470,Washington,DC,38.9118,-77.0132,RentLingo,322
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1995,470,Berkeley,CA,37.8726,-122.2707,RentLingo,137
housing/rent/apartment,1.0,2.0,Thumbnail,Cats,1755,470,Chicago,IL,41.889,-87.6336,RentLingo,157
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1625,470,Los Angeles,CA,34.0628,-118.2754,RentDigs.com,1019
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1570,470,Washington,DC,38.9118,-77.0132,RentLingo,278
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1475,470,Manchester,NH,42.9833,-71.4574,RentLingo,319
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1040,470,West Lafayette,IN,40.4969,-86.9659,RentLingo,295
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1039,470,Ann Arbor,MI,42.2711,-83.745,RentLingo,302
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1009,470,Chicago,IL,41.8625,-87.6825,RentLingo,241
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,999,470,West Lafayette,IN,40.4969,-86.9659,RentLingo,320
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",800,470,Anchorage,AK,61.1723,-149.8414,RentLingo,250
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",550,470,Bloomington,IN,39.1676,-86.5,RentLingo,327
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",3195,471,San Francisco,CA,37.7599,-122.4379,RentLingo,234
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1500,471,Chicago,IL,41.8625,-87.6825,RentLingo,156
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,3300,472,San Francisco,CA,37.7599,-122.4379,RentLingo,252
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1206,472,Rockville,MD,39.1063,-77.1812,RentLingo,276
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1165,472,Pittsburgh,PA,40.4448,-79.9725,RentLingo,156
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",715,472,Dallas,TX,32.878,-96.7511,RentDigs.com,1022
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1210,473,Denver,CO,39.8999,-104.9442,RentDigs.com,1021
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",3395,474,San Francisco,CA,37.7599,-122.4379,RentLingo,238
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",960,474,Peoria,AZ,33.6047,-112.2456,RentLingo,278
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",855,474,Winter Park,FL,28.5964,-81.3237,RentLingo,310
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1625,475,Oakland,CA,37.7904,-122.2151,RentLingo,171
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1350,475,Portland,OR,45.5091,-122.6449,RentLingo,290
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1295,475,Bridgeport,CT,41.1908,-73.1965,RentLingo,319
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1150,475,Lake Oswego,OR,45.4102,-122.7084,RentLingo,154
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,1125,475,Portland,OR,45.5091,-122.6449,RentLingo,137
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1095,475,Fort Lauderdale,FL,26.1343,-80.233,RentLingo,297
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1050,475,Atlanta,GA,33.7848,-84.3922,RentLingo,135
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,940,475,Austin,TX,30.228,-97.7183,RentLingo,154
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,933,475,Pflugerville,TX,30.4433,-97.6282,RentLingo,154
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,901,475,Pflugerville,TX,30.4433,-97.6282,RentLingo,161
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",900,475,Cedar Falls,IA,42.5286,-92.4509,RentLingo,314
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,847,475,Bradenton,FL,27.4849,-82.5345,RentDigs.com,855
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,740,475,Cincinnati,OH,39.1679,-84.4933,RentLingo,296
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,721,475,Port Arthur,TX,29.9142,-93.9383,RentLingo,321
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,645,475,Houston,TX,29.7714,-95.4343,RentLingo,309
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1200,476,Austin,TX,30.3054,-97.7497,RentLingo,157
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",845,476,Dallas,TX,32.8212,-96.7853,RentLingo,294
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,690,476,Upper Darby,PA,39.9591,-75.2725,RentLingo,288
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",1610,477,Oak Park,IL,41.8871,-87.7901,RentLingo,295
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,1350,477,Portland,OR,45.5091,-122.6449,RentLingo,311
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",835,477,Dallas,TX,32.9012,-96.7916,RentDigs.com,1017
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",785,477,Dallas,TX,32.9012,-96.7916,RentDigs.com,993
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",3095,478,San Francisco,CA,37.7599,-122.4379,RentLingo,286
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1875,478,Fremont,CA,37.5444,-121.982,RentLingo,298
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",535,478,Greensboro,NC,36.0723,-79.8196,RentLingo,149
housing/rent/apartment,1.0,0.0,Thumbnail,Cats,1708,479,Bethesda,MD,39.0004,-77.1051,RealRentals,301
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1295,479,Portland,OR,45.5091,-122.6449,RentLingo,141
housing/rent/apartment,1.0,2.0,Thumbnail,Cats,890,479,Waukesha,WI,43.0133,-88.2374,RentLingo,317
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,829,479,Austin,TX,30.3054,-97.7497,RentLingo,151
housing/rent/apartment,1.0,1.0,Thumbnail,Cats,687,479,Dallas,TX,32.8212,-96.7853,RentLingo,150
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,495,479,East Grand Forks,MN,47.9299,-97.0173,RentLingo,167
housing/rent/apartment,1.0,0.0,Thumbnail,Desconocido,2650,480,Manhattan,NY,40.7457,-73.9814,RealRentals,317
housing/rent/apartment,1.0,0.0,Thumbnail,"Cats,Dogs",1747,480,Washington,DC,38.9348,-77.059,RealRentals,295
housing/rent/apartment,1.0,2.0,Thumbnail,Desconocido,1102,480,Austin,TX,30.3054,-97.7497,RentLingo,157
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,969,480,San Antonio,TX,29.4624,-98.5253,RentLingo,222
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,858,480,Austin,TX,30.3054,-97.7497,RentLingo,154
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",710,480,Phoenix,AZ,33.5178,-112.0848,RentLingo,154
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,689,480,Champaign,IL,40.1145,-88.2723,RentLingo,279
housing/rent/apartment,1.0,1.0,Yes,Desconocido,669,480,Arlington,TX,32.6924,-97.1324,RentDigs.com,968
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,575,480,Midland,MI,43.6309,-84.2394,RentLingo,153
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1538,481,Denver,CO,39.736,-104.9819,RentLingo,307
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",1145,481,Plano,TX,33.0476,-96.7467,RentLingo,294
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1014,481,Austin,TX,30.3054,-97.7497,RentLingo,153
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,990,481,Austin,TX,30.3054,-97.7497,RentLingo,152
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,926,481,Austin,TX,30.3054,-97.7497,RentLingo,155
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,922,481,Austin,TX,30.3054,-97.7497,RentLingo,154
housing/rent/apartment,1.0,1.0,Thumbnail,Desconocido,845,481,Austin,TX,30.3054,-97.7497,RentLingo,152
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",711,482,Las Vegas,NV,36.1554,-115.1733,RentLingo,282
housing/rent/apartment,1.0,2.0,Thumbnail,"Cats,Dogs",1926,483,Washington,DC,38.9074,-77.0494,RentLingo,279
housing/rent/apartment,1.0,1.0,Thumbnail,"Cats,Dogs",1595,483,Valley Village,CA,34.1656,-118.3916,RentLingo,168
housing/rent/apartment,1.0,3.0,Thumbnail,"Cats,Dogs",875,483,Phoenix,AZ,33.5178,-112.0848,RentLingo,250
